,cluster_number,movie_title
2056,26,Pitch Black 
2057,3,Someone Like You... 
2058,24,Her 
2059,23,Eddie the Eagle 
2060,17,Joy Ride 
2061,10,The Adventurer: The Curse of the Midas Box 
2062,7,Anywhere But Here 
2063,3,Chasing Liberty 
2064,19,The Crew 
2065,39,Haywire 
2066,35,Jaws: The Revenge 
2067,38,Marvin's Room 
2068,23,The Longshots 
2069,22,The End of the Affair 
2070,27,Harley Davidson and the Marlboro Man 
2071,17,In the Valley of Elah 
2072,20,Coco Before Chanel 
2074,3,Chéri 
2075,32,Rogue             
2076,38,Vanity Fair 
2077,30,Bodyguards and Assassins 
2078,29,1408 
2079,24,Spaceballs 
2080,31,The Water Diviner 
2081,22,Ghost 
2082,3,There's Something About Mary 
2083,10,The Santa Clause 
2084,23,The Rookie 
2085,23,The Game Plan 
2086,22,The Bridges of Madison County 
2087,24,The Animal 
2088,30,Gandhi 
2089,7,The Hundred-Foot Journey 
2090,17,The Net 
2091,38,I Am Sam 
2092,30,Son of God 
2093,11,Underworld 
2094,38,Derailed 
2095,13,The Informant! 
2096,20,Shadowlands 
2097,7,Deuce Bigalow: European Gigolo 
2098,7,Delivery Man 
2099,26,Victor Frankenstein 
2100,0,Our Kind of Traitor 
2101,19,Saving Silverman 
2102,10,Diary of a Wimpy Kid: Dog Days 
2103,13,Summer of Sam 
2104,7,Jay and Silent Bob Strike Back 
2105,34,The Island 
2106,17,The Glass House 
2107,17,"Hail, Caesar! "
2108,6,Josie and the Pussycats 
2109,32,Homefront 
2110,10,The Little Vampire 
2111,7,I Heart Huckabees 
2112,32,RoboCop 3 
2113,11,Megiddo: The Omega Code 2 
2114,21,Darling Lili 
2115,10,Dudley Do-Right 
2116,32,The Transporter Refueled 
2117,22,The Libertine 
2118,31,Black Book 
2119,12,Joyeux Noel 
2120,3,Hit and Run 
2121,19,Mad Money 
2122,17,Before I Go to Sleep 
2123,2,Sorcerer 
2124,38,Stone 
2125,30,Molière 
2126,13,Out of the Furnace 
2127,17,Michael Clayton 
2128,2,My Fellow Americans 
2129,13,Arlington Road 
2130,1,Underdogs 
2131,3,To Rome with Love 
2132,0,Firefox 
2133,37,South Park: Bigger Longer & Uncut 
2135,10,Teenage Mutant Ninja Turtles III 
2136,23,Hardball 
2137,3,Silver Linings Playbook 
2138,20,Freedom Writers 
2139,38,For Colored Girls 
2140,32,The Transporter 
2141,23,Never Back Down 
2142,26,The Rage: Carrie 2 
2143,16,The Bachelor             
2144,3,Away We Go 
2145,7,Swing Vote 
2146,22,Moonlight Mile 
2147,17,Tinker Tailor Soldier Spy 
2148,3,Molly 
2149,38,The Beaver 
2150,21,The Best Little Whorehouse in Texas 
2151,26,eXistenZ 
2152,5,Raiders of the Lost Ark 
2153,10,Home Alone 2: Lost in New York 
2154,24,Close Encounters of the Third Kind 
2155,26,Pulse 
2156,32,Beverly Hills Cop II 
2157,7,Bringing Down the House 
2158,13,The Silence of the Lambs 
2159,6,Wayne's World 
2160,4,Jackass 3D 
2161,35,Jaws 2 
2162,10,Beverly Hills Chihuahua 
2163,35,The Conjuring 
2164,10,Are We There Yet? 
2165,7,Tammy 
2166,17,Disturbia 
2167,6,School of Rock 
2168,11,Mortal Kombat 
2169,17,Wicker Park 
2170,19,White Chicks 
2171,7,The Descendants 
2172,10,Holes 
2173,6,The Last Song 
2174,30,12 Years a Slave 
2175,6,Drumline 
2176,3,Why Did I Get Married Too? 
2177,22,Edward Scissorhands 
2178,22,Me Before You 
2179,19,Madea's Witness Protection 
2182,3,Date Movie 
2183,1,Return to Never Land 
2184,30,Selma 
2185,37,The Jungle Book 2 
2186,35,Boogeyman 
2187,17,Premonition 
2188,37,The Tigger Movie 
2189,35,Orphan 
2190,10,Max 
2191,7,Meet the Browns             
2192,2,Epic Movie 
2193,11,Conan the Barbarian 
2194,30,Spotlight 
2195,13,Lakeview Terrace 
2196,35,The Grudge 2 
2197,3,How Stella Got Her Groove Back 
2198,6,Bill & Ted's Bogus Journey 
2199,3,Man of the Year 
2200,34,The Black Hole 
2201,13,The American 
2202,6,Selena 
2203,7,Vampires Suck 
2204,38,Babel 
2205,7,This Is Where I Leave You 
2206,17,Doubt 
2207,5,Team America: World Police 
2208,35,Texas Chainsaw 3D 
2209,17,Copycat 
2210,7,Scary Movie 5 
2211,27,Paint Your Wagon 
2212,30,Milk 
2213,5,Risen 
2214,35,Ghost Ship 
2215,2,A Very Harold & Kumar 3D Christmas 
2216,17,Wild Things 
2217,13,The Stepfather 
2218,38,The Debt 
2219,6,High Fidelity 
2220,35,One Missed Call 
2221,13,Eye for an Eye 
2222,13,The Bank Job 
2223,24,Eternal Sunshine of the Spotless Mind 
2224,10,You Again 
2225,32,Street Kings 
2226,34,The World's End 
2227,17,Nancy Drew 
2228,26,Daybreakers 
2229,3,She's Out of My League 
2230,10,Monte Carlo 
2231,35,Stay Alive 
2232,27,Quigley Down Under 
2233,1,Alpha and Omega 
2234,29,The Covenant 
2235,23,Stick It 
2236,10,Shorts 
2237,19,To Die For 
2238,17,Nerve 
2239,27,Appaloosa 
2240,35,Vampires 
2241,1,Yu-Gi-Oh! Duel Monsters             
2242,35,Psycho 
2243,3,My Best Friend's Girl 
2244,22,Endless Love 
2245,7,Georgia Rule 
2246,7,Under the Rainbow 
2247,11,Ladyhawke 
2248,10,Simon Birch 
2249,38,Reign Over Me 
2250,20,Into the Wild 
2251,7,School for Scoundrels 
2252,35,Silent Hill: Revelation 3D 
2253,29,From Dusk Till Dawn 
2254,1,Pooh's Heffalump Movie 
2255,3,Home for the Holidays 
2256,19,Kung Fu Hustle 
2257,7,Fired Up             
2258,21,The Country Bears 
2259,38,The Kite Runner 
2260,38,21 Grams 
2261,32,Paparazzi 
2262,22,Twilight 
2263,3,A Guy Thing 
2264,3,Loser 
2265,9,Capitalism: A Love Story 
2266,30,The Greatest Story Ever Told 
2267,17,Secret in Their Eyes 
2268,7,Disaster Movie 
2269,32,Armored 
2270,32,The Man Who Knew Too Little 
2271,3,What's Your Number? 
2272,34,Lockout 
2273,7,Envy 
2274,32,Crank: High Voltage 
2275,19,Bullets Over Broadway 
2276,30,One Night with the King 
2277,31,The Quiet American 
2278,7,The Weather Man 
2279,23,Undisputed 
2280,3,Ghost Town 
2281,32,12 Rounds 
2282,29,Let Me In 
2283,10,3 Ninjas Kick Back 
2284,7,Be Kind Rewind 
2285,6,Mrs Henderson Presents 
2286,32,Triple 9 
2287,7,Deconstructing Harry 
2288,3,Three to Tango 
2289,7,Burnt 
2290,19,We're No Angels 
2291,21,Everyone Says I Love You 
2292,7,Death at a Funeral 
2293,32,Death Sentence 
2294,2,Everybody's Fine 
2295,10,Superbabies: Baby Geniuses 2 
2296,19,The Man 
2297,19,Code Name: The Cleaner 
2298,6,Connie and Carla 
2299,21,Sweet Charity 
2300,17,Inherent Vice 
2301,1,Doogal 
2302,6,Battle of the Year 
2303,17,Perception             
2304,29,An American Carol 
2305,36,Machete Kills 
2306,26,Willard 
2307,2,Strange Wilderness 
2308,21,Topsy-Turvy 
2309,31,Little Boy 
2310,20,A Dangerous Method 
2311,17,A Scanner Darkly 
2312,23,Chasing Mavericks 
2313,26,Alone in the Dark 
2314,6,Bandslam 
2315,17,Birth 
2316,32,A Most Violent Year 
2317,12,Passchendaele 
2318,20,Flash of Genius 
2319,6,I'm Not There. 
2320,0,The Cold Light of Day 
2321,2,The Brothers Bloom 
2322,3,"Synecdoche, New York "
2323,1,Princess Mononoke 
2324,31,Bon voyage 
2325,21,Can't Stop the Music 
2326,27,The Proposition 
2327,23,Courage 
2328,6,Marci X 
2329,34,Equilibrium 
2330,31,The Children of Huang Shi 
2331,13,The Yards 
2332,37,The Oogieloves in the Big Balloon Adventure 
2333,22,By the Sea 
2334,1,Steamboy 
2335,23,The Game of Their Lives 
2336,17,All Good Things 
2337,30,Rapa Nui 
2338,10,CJ7 
2339,10,Les couloirs du temps: Les visiteurs II 
2340,26,Dylan Dog: Dead of Night 
2341,17,People I Know 
2342,10,The Doombolt Chase             
2343,3,The Tempest 
2344,17,Regression 
2345,9,The Touch 
2346,12,Three Kingdoms: Resurrection of the Dragon 
2347,13,Shattered 
2348,1,Zambezia 
2349,30,Ramanujan 
2350,1,Dwegons and Leprechauns 
2351,23,Hands of Stone 
2352,32,Survivor 
2353,17,The Frozen Ground 
2354,22,The Painted Veil 
2355,20,The Baader Meinhof Complex 
2356,27,Dances with Wolves 
2357,7,Bad Teacher 
2358,17,Sea of Love 
2359,10,A Cinderella Story 
2360,35,Scream 
2361,35,Thir13en Ghosts 
2362,35,The Shining 
2363,24,Back to the Future 
2364,35,House on Haunted Hill 
2365,7,I Can Do Bad All by Myself 
2366,5,Fight Valley 
2367,3,The Switch 
2368,3,Just Married 
2369,20,The Devil's Double 
2370,26,"Gone, Baby, Gone             "
2371,10,Thomas and the Magic Railroad 
2372,35,The Crazies 
2373,1,Spirited Away 
2374,32,Firestorm 
2375,30,The Bounty 
2376,31,The Book Thief 
2377,2,Sex Drive 
2378,3,Leap Year 
2379,12,The Fall of the Roman Empire 
2380,3,Take Me Home Tonight 
2381,38,Won't Back Down 
2382,6,The Nutcracker 
2383,6,Kansas City 
2384,38,Indignation 
2385,35,The Amityville Horror 
2386,7,Adaptation. 
2387,35,Land of the Dead 
2388,5,Out of Inferno 
2389,2,Fear and Loathing in Las Vegas 
2390,3,The Invention of Lying 
2391,7,Neighbors 
2392,19,The Mask 
2393,10,Big 
2394,7,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 
2395,3,Legally Blonde 
2396,34,Star Trek III: The Search for Spock 
2397,35,The Exorcism of Emily Rose 
2398,3,Deuce Bigalow: Male Gigolo 
2400,3,The Family Stone 
2401,7,Barbershop 2: Back in Business 
2402,19,Bad Santa 
2403,19,Austin Powers: International Man of Mystery 
2404,10,My Big Fat Greek Wedding 2 
2405,10,Diary of a Wimpy Kid: Rodrick Rules 
2406,26,Predator 
2407,30,Amadeus 
2408,35,Prom Night 
2409,7,Mean Girls 
2410,3,Under the Tuscan Sun 
2411,17,Gosford Park 
2412,3,The O.C.             
2413,3,Peggy Sue Got Married 
2414,3,Birdman or (The Unexpected Virtue of Ignorance) 
2415,38,Blue Jasmine 
2416,30,United 93 
2417,6,Honey 
2418,12,Glory 
2419,5,Spy Hard 
2421,23,Soul Surfer 
2422,31,Catch-22 
2423,19,Observe and Report 
2424,11,Conan the Destroyer 
2425,23,Raging Bull 
2426,22,Love Happens 
2427,11,Young Sherlock Holmes 
2428,21,Fame 
2429,20,127 Hours 
2430,19,Small Time Crooks 
2431,6,Center Stage 
2432,7,Love the Coopers 
2433,19,Catch That Kid 
2434,38,Life as a House 
2435,20,Steve Jobs 
2436,3,"I Love You, Beth Cooper "
2437,3,Youth in Revolt 
2438,27,The Legend of the Lone Ranger 
2439,38,The Tailor of Panama 
2440,17,Blow Out 
2441,32,Getaway 
2442,38,The Ice Storm 
2443,3,And So It Goes 
2444,2,Troop Beverly Hills 
2445,3,Being Julia 
2446,22,9½ Weeks 
2447,11,Dragonslayer 
2448,20,The Last Station 
2449,20,Ed Wood 
2450,38,Labor Day 
2451,36,Mongol: The Rise of Genghis Khan 
2452,32,RocknRolla 
2453,34,Megaforce 
2455,6,Mao's Last Dancer 
2456,24,Midnight Special 
2457,3,Anything Else 
2458,31,The Railway Man 
2459,17,Unforgettable             
2460,17,The White Ribbon 
2461,35,Restoration 
2462,26,The Wraith 
2463,17,The Salton Sea 
2464,6,Metallica Through the Never 
2465,13,The Informers 
2466,20,Carlos             
2467,0,I Come with the Rain 
2468,27,One Man's Hero 
2470,32,I Am Wrath 
2471,34,Renaissance 
2472,27,Forsaken 
2473,11,Red Sonja 
2474,35,Red Lights 
2475,7,Superbad 
2476,19,Madea Goes to Jail 
2477,35,Wolves 
2478,21,Step Up 2: The Streets 
2479,1,Hoodwinked! 
2480,12,Hotel Rwanda 
2481,32,Hitman 
2482,21,Black Nativity 
2483,0,The Prince 
2484,13,City of Ghosts 
2485,29,The Others 
2486,34,Aliens 
2487,21,My Fair Lady 
2488,35,I Know What You Did Last Summer 
2489,7,Let's Be Cops 
2490,2,Sideways 
2491,7,Beerfest 
2493,30,Hero 
2494,10,Good Boy! 
2495,7,The Best Man Holiday 
2496,32,Smokin' Aces 
2497,35,Saw 3D: The Final Chapter 
2498,3,40 Days and 40 Nights 
2499,34,TRON: Legacy 
2500,6,A Night at the Roxbury 
2501,22,Beastly 
2502,35,The Hills Have Eyes 
2503,7,Dickie Roberts: Former Child Star 
2504,23,"McFarland, USA "
2505,7,Lottery Ticket 
2506,6,ATL 
2507,6,Pitch Perfect 
2508,23,Summer Catch 
2509,13,A Simple Plan 
2510,35,They 
2511,3,Larry the Cable Guy: Health Inspector 
2512,37,The Adventures of Elmo in Grouchland 
2513,13,Brooklyn's Finest 
2514,12,55 Days at Peking 
2515,35,Evil Dead 
2516,3,My Life in Ruins 
2517,6,American Dreamz 
2518,34,Superman IV: The Quest for Peace 
2519,38,How She Move 
2520,32,Running Scared 
2521,23,Bobby Jones: Stroke of Genius 
2522,2,Shanghai Surprise 
2524,35,Roar 
2525,39,Veronica Guerin 
2526,13,Escobar: Paradise Lost 
2527,17,Southland Tales 
2528,1,Dragon Hunters 
2529,24,Damnation Alley 
2530,35,The Apparition 
2531,3,My Girl 
2532,20,Fur: An Imaginary Portrait of Diane Arbus 
2533,17,The Illusionist 
2534,13,Wall Street 
2535,22,Sense and Sensibility 
2536,20,Becoming Jane 
2537,3,Sydney White 
2538,38,House of Sand and Fog 
2539,7,Dead Poets Society 
2540,7,Dumb & Dumber 
2541,3,When Harry Met Sally... 
2542,38,The Verdict 
2543,7,Road Trip 
2544,23,Varsity Blues 
2545,3,The Artist 
2547,2,Moonrise Kingdom 
2548,35,The Texas Chainsaw Massacre: The Beginning 
2549,38,The Young Messiah 
2550,10,The Master of Disguise 
2551,31,Pan's Labyrinth 
2552,17,The Messengers             
2553,10,See Spot Run 
2554,13,Baby Boy 
2555,35,The Roommate 
2556,2,Joe Dirt 
2557,32,Double Impact 
2558,17,Hot Fuzz 
2559,7,The Women 
2560,22,Vicky Cristina Barcelona 
2561,31,Arn: The Knight Templar 
2562,7,Bad Moms 
2563,3,Boys and Girls 
2564,38,White Oleander 
2565,29,Jennifer's Body 
2566,19,Drowning Mona 
2567,7,Radio Days 
2568,17,Left Behind 
2569,22,Remember Me 
2570,3,How to Deal 
2571,24,My Stepmother Is an Alien 
2572,38,Philadelphia 
2573,17,The Thirteenth Floor 
2574,7,The Cookout 
2575,34,Meteor 
2576,6,Duets 
2577,3,Hollywood Ending 
2578,6,Detroit Rock City 
2579,11,Highlander 
2580,38,Things We Lost in the Fire 
2581,34,Steel 
2582,22,The Immigrant 
2583,12,The White Countess 
2585,7,Soul Plane 
2586,3,Welcome to the Sticks 
2587,31,Good 
2588,38,Enter the Void 
2589,3,Vamps 
2590,10,Hachi: A Dog's Tale 
2591,13,Zulu 
2592,27,The Homesman 
2593,23,Juwanna Mann 
2594,13,Lilyhammer             
2595,31,Ararat 
2596,23,Madison 
2597,17,Slow Burn 
2598,32,Wasabi 
2599,26,Slither 
2600,19,Beverly Hills Cop 
2601,10,Home Alone 
2602,10,3 Men and a Baby 
2603,3,Tootsie 
2604,22,Top Gun 
2605,22,"Crouching Tiger, Hidden Dragon "
2606,38,American Beauty 
2607,30,The King's Speech 
2608,19,Twins 
2609,17,Scream: The TV Series             
2610,22,The Yellow Handkerchief 
2611,38,The Color Purple 
2612,0,Tidal Wave 
2614,31,The Imitation Game 
2615,31,Private Benjamin 
2616,21,Coal Miner's Daughter 
2617,10,Diary of a Wimpy Kid 
2618,29,Mama 
2620,2,National Lampoon's Vacation 
2621,7,Bad Grandpa 
2622,20,The Queen 
2623,29,Beetlejuice 
2624,7,Why Did I Get Married? 
2625,22,Little Women 
2626,29,The Woman in Black 
2627,35,When a Stranger Calls 
2629,31,The Deer Hunter 
2630,7,Wag the Dog 
2631,6,The Lizzie McGuire Movie 
2633,29,Krampus 
2634,26,The Faculty 
2635,6,What's Love Got to Do with It 
2636,13,Cop Land 
2637,7,Not Another Teen Movie 
2638,13,End of Watch 
2639,3,Aloha 
2640,32,The Skulls 
2641,20,The Theory of Everything 
2642,19,Malibu's Most Wanted 
2643,3,Where the Heart Is 
2644,12,Lawrence of Arabia 
2646,20,Wild 
2648,3,The Wedding Date 
2649,35,Halloween: Resurrection 
2650,11,Clash of the Titans 
2651,10,The Princess Bride 
2652,20,The Great Debaters 
2653,13,Drive 
2654,6,Confessions of a Teenage Drama Queen 
2655,3,The Object of My Affection 
2656,26,28 Weeks Later 
2657,23,When the Game Stands Tall 
2658,10,Because of Winn-Dixie 
2659,23,Love & Basketball 
2660,32,Grosse Pointe Blank 
2661,3,All About Steve 
2662,29,Book of Shadows: Blair Witch 2 
2663,29,The Craft 
2664,22,Match Point 
2665,10,Ramona and Beezus 
2666,22,The Remains of the Day 
2667,38,Boogie Nights 
2668,32,Nowhere to Run 
2669,10,Flicka 
2670,35,The Hills Have Eyes II 
2671,35,Urban Legends: Final Cut 
2672,10,Tuck Everlasting 
2673,0,The Marine 
2674,5,Keanu 
2675,6,Country Strong 
2676,26,Disturbing Behavior 
2677,13,The Place Beyond the Pines 
2678,32,The November Man 
2679,17,Eye of the Beholder 
2680,12,The Hurt Locker 
2681,26,Firestarter 
2682,13,Killing Them Softly 
2683,13,A Most Wanted Man 
2684,7,Freddy Got Fingered 
2685,1,The Pirates Who Don't Do Anything: A VeggieTales Movie 
2686,4,U2 3D 
2687,11,Highlander: Endgame 
2688,21,Idlewild 
2689,22,One Day 
2690,23,Whip It 
2691,13,Knockaround Guys 
2692,13,Confidence 
2693,7,The Muse 
2694,21,De-Lovely 
2695,3,New York Stories 
2696,10,Barney's Great Adventure 
2697,5,The Man with the Iron Fists 
2698,3,Home Fries 
2699,22,Here on Earth 
2700,24,Brazil 
2701,6,Raise Your Voice 
2702,17,The Dead Zone             
2703,19,The Big Lebowski 
2704,6,Black Snake Moan 
2705,13,Dark Blue 
2706,12,A Mighty Heart 
2707,3,Whatever It Takes 
2708,7,Boat Trip 
2709,3,The Importance of Being Earnest 
2711,10,Hoot 
2712,19,In Bruges 
2713,3,Peeples 
2714,6,The Rocker 
2715,3,Post Grad 
2716,38,Promised Land 
2717,3,Whatever Works 
2718,17,The In Crowd 
2719,27,Three Burials 
2720,31,Jakob the Liar 
2721,17,Kiss Kiss Bang Bang 
2722,29,Idle Hands 
2723,17,Mulholland Drive 
2724,29,Blood and Chocolate 
2725,3,You Will Meet a Tall Dark Stranger 
2726,24,Never Let Me Go 
2727,30,The Company             
2728,17,Transsiberian 
2729,11,The Clan of the Cave Bear 
2730,19,Crazy in Alabama 
2731,13,Funny Games 
2732,24,Listening 
2733,38,Felicia's Journey 
2734,24,Metropolis 
2735,32,District B13 
2736,13,Things to Do in Denver When You're Dead 
2737,5,The Assassin 
2738,31,Buffalo Soldiers 
2739,36,The Return 
2740,5,Ong-bak 2 
2741,12,Centurion 
2742,0,Silent Trigger 
2743,29,The Midnight Meat Train 
2744,30,Winnie Mandela 
2745,13,The Son of No One 
2746,31,All the Queen's Men 
2747,6,The Good Night 
2748,30,Bathory: Countess of Blood 
2749,1,Khumba 
2750,34,Automata 
2751,11,Dungeons & Dragons: Wrath of the Dragon God 
2752,20,Chiamatemi Francesco - Il Papa della gente 
2753,32,Shinjuku Incident 
2754,20,Pandaemonium 
2755,3,Groundhog Day 
2756,6,Magic Mike XXL 
2757,22,Romeo + Juliet 
2758,31,Sarah's Key 
2759,6,Freedom 
2760,27,Unforgiven 
2761,33,Manderlay 
2762,22,Slumdog Millionaire 
2763,22,Fatal Attraction 
2764,3,Pretty Woman 
2765,7,Towering Inferno             
2766,5,Crocodile Dundee II 
2767,17,Broken Horses 
2768,31,Born on the Fourth of July 
2769,23,Cool Runnings 
2770,35,My Bloody Valentine 
2771,35,The Possession 
2772,5,First Blood 
2773,6,Stomp the Yard 
2774,34,The Spy Who Loved Me 
2775,4,Ghost Hunters             
2776,35,Urban Legend 
2777,22,Dangerous Liaisons 
2778,3,Good Deeds 
2779,2,White Fang 
2780,3,Superstar 
2781,30,The Iron Lady 
2782,37,Jonah: A VeggieTales Movie 
2783,22,Poetic Justice 
2784,32,All About the Benjamins 
2785,29,Vampire in Brooklyn 
2786,35,Exorcist II: The Heretic 
2787,35,An American Haunting 
2788,3,My Boss's Daughter 
2789,17,A Perfect Getaway 
2790,3,Our Family Wedding 
2791,7,Dead Man on Campus 
2792,31,Tea with Mussolini 
2793,29,Thinner 
2794,21,"New York, New York "
2795,7,Crooklyn 
2796,3,I Think I Love My Wife 
2797,26,Jason X 
2798,10,Big Fat Liar 
2799,30,Bobby 
2800,3,Head Over Heels 
2801,2,Fun Size 
2802,20,The Diving Bell and the Butterfly 
2803,22,Little Children 
2804,17,Gossip 
2805,38,A Walk on the Moon 
2806,30,Catch a Fire 
2807,35,Soul Survivors 
2808,30,Jefferson in Paris 
2809,3,Easy Virtue 
2810,30,Caravans 
2811,30,Mr. Turner 
2812,22,Wild Grass 
2813,31,Amen. 
2814,5,Reign of Assassins 
2815,31,The Lucky Ones 
2816,38,Margaret 
2817,35,Stan Helsing 
2818,3,Flipped 
2819,22,Brokeback Mountain 
2820,34,Teenage Mutant Ninja Turtles 
2821,3,Clueless 
2822,22,Far from Heaven 
2823,24,Hot Tub Time Machine 2 
2825,20,Quills 
2826,19,Seven Psychopaths 
2827,6,The Caveman's Valentine 
2828,32,The Border             
2829,12,Downfall 
2830,20,The Sea Inside 
2831,26,Under the Skin 
2832,31,"Good Morning, Vietnam "
2833,7,The Last Godfather 
2834,4,Justin Bieber: Never Say Never 
2835,38,Black Swan 
2836,32,RoboCop 
2837,13,The Godfather: Part II 
2838,6,Save the Last Dance 
2839,29,A Nightmare on Elm Street 4: The Dream Master 
2840,38,Miracles from Heaven 
2841,7,"Dude, Where's My Car? "
2842,27,Young Guns 
2843,7,St. Vincent 
2844,3,About Last Night 
2845,3,10 Things I Hate About You 
2846,7,The New Guy 
2847,19,Loaded Weapon 1 
2848,35,The Shallows 
2849,24,The Butterfly Effect 
2850,10,Snow Day 
2851,3,This Christmas 
2852,10,Baby Geniuses 
2853,32,The Big Hit 
2854,10,Harriet the Spy 
2855,29,Child's Play 2 
2856,13,No Good Deed 
2857,35,The Mist 
2858,17,Ex Machina 
2859,7,Being John Malkovich 
2860,3,Two Can Play That Game 
2861,10,Earth to Echo 
2862,22,Crazy/Beautiful 
2863,12,Letters from Iwo Jima 
2864,24,The Astronaut Farmer 
2865,3,Woo 
2866,39,Room 
2867,7,Dirty Work 
2868,19,Serial Mom 
2869,7,Dick 
2870,17,Del 1 - Män som hatar kvinnor             
2871,38,Light It Up 
2872,6,54 
2873,24,Bubble Boy 
2874,19,Birthday Girl 
2875,7,21 & Over 
2876,3,"Paris, je t'aime "
2877,23,Resurrecting the Champ 
2878,3,Admission 
2879,22,The Widow of Saint-Pierre 
2880,17,Chloe 
2881,19,Faithful 
2882,38,Brothers 
2883,20,Find Me Guilty 
2884,22,The Perks of Being a Wallflower 
2885,5,Excessive Force 
2886,20,Infamous 
2888,35,The Vatican Tapes 
2889,34,Attack the Block 
2890,31,In the Land of Blood and Honey 
2891,13,The Call 
2892,12,Operation Chromite 
2893,10,The Crocodile Hunter: Collision Course 
2894,20,I Love You Phillip Morris 
2895,30,Quest for Fire 
2896,20,Antwone Fisher 
2897,38,The Emperor's Club 
2898,32,True Romance 
2899,24,Womb 
2900,17,Glengarry Glen Ross 
2901,13,The Killer Inside Me 
2903,35,Sorority Row 
2904,2,The Prisoner of Zenda 
2905,3,Lars and the Real Girl 
2906,31,The Boy in the Striped Pajamas 
2907,33,Dancer in the Dark 
2908,22,Oscar and Lucinda 
2909,13,The Funeral 
2910,3,Solitary Man 
2911,32,Machete 
2912,20,Casino Jack 
2913,1,The Land Before Time 
2914,31,Tae Guk Gi: The Brotherhood of War 
2915,23,The Perfect Game 
2916,35,The Exorcist 
2917,2,Jaws 
2918,7,American Pie 
2919,1,Ernest & Celestine 
2920,11,The Golden Child 
2921,3,Think Like a Man 
2922,7,Barbershop 
2923,34,Star Trek II: The Wrath of Khan 
2924,7,Ace Ventura: Pet Detective 
2925,24,WarGames 
2926,13,Witness 
2927,31,Act of Valor 
2928,6,Step Up 
2929,1,Beavis and Butt-Head Do America 
2930,13,Jackie Brown 
2931,2,Harold & Kumar Escape from Guantanamo Bay 
2932,24,Chronicle 
2933,21,Yentl 
2934,11,Time Bandits 
2936,19,Project X 
2937,29,Patton 
2938,38,One Hour Photo 
2939,26,Quarantine 
2940,35,The Eye 
2941,7,Johnson Family Vacation 
2942,29,How High 
2943,37,The Muppet Christmas Carol 
2944,0,Casino Royale 
2945,20,Frida 
2946,4,Katy Perry: Part of Me 
2947,22,The Fault in Our Stars 
2948,13,Rounders 
2949,3,Top Five 
2950,26,Prophecy 
2951,35,Stir of Echoes 
2952,30,Spartacus: War of the Damned             
2953,20,Philomena 
2954,7,The Upside of Anger 
2955,38,The Boys from Brazil 
2956,10,Aquamarine 
2957,17,Paper Towns 
2958,7,My Baby's Daddy 
2959,2,Nebraska 
2960,29,Tales from the Crypt: Demon Knight 
2961,10,Max Keeble's Big Move 
2962,7,Young Adult 
2963,32,Crank 
2964,7,How to Be a Player 
2965,3,Living Out Loud 
2966,23,Just Wright 
2967,22,Rachel Getting Married 
2968,13,The Postman Always Rings Twice 
2969,20,Girl with a Pearl Earring 
2970,31,Das Boot 
2971,27,The Alamo 
2972,7,Sorority Boys 
2973,22,About Time 
2974,5,House of Flying Daggers 
2975,38,Arbitrage 
2976,24,Project Almanac 
2977,6,Cadillac Records 
2978,19,Screwed 
2979,32,Fortress 
2980,7,For Your Consideration 
2981,7,Celebrity 
2982,7,Running with Scissors 
2983,21,From Justin to Kelly 
2984,7,Girl 6 
2985,17,In the Cut 
2986,22,Two Lovers 
2987,38,Last Orders 
2988,26,The Host 
2989,13,The Pursuit of D.B. Cooper 
2990,29,Ravenous 
2991,3,Charlie Bartlett 
2992,38,The Great Beauty 
2993,7,The Dangerous Lives of Altar Boys 
2994,38,Stoker 
2995,22,2046 
2996,22,Married Life 
2997,10,Duma 
2998,39,Ondine 
2999,13,Brother 
3000,19,Welcome to Collinwood 
3001,7,Critical Care 
3002,17,The Life Before Her Eyes 
3003,3,Darling Companion 
3004,13,Trade 
3005,31,Fateless 
3006,7,Breakfast of Champions 
3008,17,Cypher 
3009,12,City of Life and Death 
3011,1,Legend of Kung Fu Rabbit 
3012,34,Space Battleship Yamato 
3013,31,5 Days of War 
3014,17,Triangle 
3015,38,10 Days in a Madhouse 
3016,20,Heaven Is for Real 
3018,21,Dancin' It's On 
3019,29,Pet Sematary 
3020,38,Madadayo 
3021,38,The Cry of the Owl 
3022,38,A Tale of Three Cities 
3023,29,Gremlins 
3024,11,Star Wars: Episode IV - A New Hope 
3025,7,Dirty Grandpa 
3026,31,Doctor Zhivago 
3027,17,Trash 
3028,21,High School Musical 3: Senior Year 
3029,23,The Fighter 
3030,4,Jackass Number Two 
3031,19,My Cousin Vinny 
3032,6,If I Stay 
3033,19,Drive Hard 
3034,23,Major League 
3035,7,St. Trinian's 
3036,13,Phone Booth 
3037,22,A Walk to Remember 
3038,13,Dead Man Walking 
3039,22,Cruel Intentions 
3040,35,Saw VI 
3042,38,The Secret Life of Bees 
3043,19,Corky Romano 
3044,13,Raising Cain 
3045,38,F.I.S.T. 
3046,26,Invaders from Mars 
3047,22,Brooklyn 
3048,12,Barry Lyndon 
3049,23,Out Cold 
3050,7,The Ladies Man 
3051,7,Quartet 
3052,7,Tomcats 
3053,13,Frailty 
3054,30,Woman in Gold 
3055,20,Kinsey 
