,cluster_number,movie_title
1973,43,Eddie the Eagle 
1974,8,Joy Ride 
1975,17,The Adventurer: The Curse of the Midas Box 
1976,4,Anywhere But Here 
1977,39,Chasing Liberty 
1978,38,The Crew 
1979,1,Haywire 
1980,18,Jaws: The Revenge 
1981,2,Marvin's Room 
1982,43,The Longshots 
1983,23,The End of the Affair 
1984,44,Harley Davidson and the Marlboro Man 
1985,31,In the Valley of Elah 
1986,36,Coco Before Chanel 
1987,23,Chéri 
1988,25,Rogue             
1989,2,Vanity Fair 
1990,28,Bodyguards and Assassins 
1991,35,1408 
1992,22,Spaceballs 
1993,13,The Water Diviner 
1994,24,Ghost 
1995,39,There's Something About Mary 
1996,42,The Santa Clause 
1997,16,The Rookie 
1998,16,The Game Plan 
1999,23,The Bridges of Madison County 
2000,34,The Animal 
2001,32,Gandhi 
2002,4,The Hundred-Foot Journey 
2003,31,The Net 
2004,2,I Am Sam 
2005,32,Son of God 
2006,37,Underworld 
2007,2,Derailed 
2008,27,The Informant! 
2009,36,Shadowlands 
2010,21,Deuce Bigalow: European Gigolo 
2011,4,Delivery Man 
2012,34,Victor Frankenstein 
2013,1,Our Kind of Traitor 
2014,38,Saving Silverman 
2015,21,Diary of a Wimpy Kid: Dog Days 
2016,27,Summer of Sam 
2017,4,Jay and Silent Bob Strike Back 
2018,22,The Island 
2019,31,The Glass House 
2020,8,"Hail, Caesar! "
2021,19,Josie and the Pussycats 
2022,25,Homefront 
2023,17,The Little Vampire 
2024,4,I Heart Huckabees 
2025,41,RoboCop 3 
2026,37,Megiddo: The Omega Code 2 
2027,30,Darling Lili 
2028,39,Dudley Do-Right 
2029,25,The Transporter Refueled 
2030,23,The Libertine 
2031,13,Black Book 
2032,10,Joyeux Noel 
2033,39,Hit and Run 
2034,38,Mad Money 
2035,8,Before I Go to Sleep 
2036,2,Sorcerer 
2037,1,Stone 
2038,28,Molière 
2039,27,Out of the Furnace 
2040,31,Michael Clayton 
2041,21,My Fellow Americans 
2042,27,Arlington Road 
2043,33,Underdogs 
2044,39,To Rome with Love 
2045,12,Firefox 
2046,20,South Park: Bigger Longer & Uncut 
2047,37,Teenage Mutant Ninja Turtles III 
2048,16,Hardball 
2049,23,Silver Linings Playbook 
2050,36,Freedom Writers 
2051,2,For Colored Girls 
2052,25,The Transporter 
2053,16,Never Back Down 
2054,18,The Rage: Carrie 2 
2055,9,The Bachelor             
2056,23,Away We Go 
2057,4,Swing Vote 
2058,23,Moonlight Mile 
2059,8,Tinker Tailor Soldier Spy 
2060,23,Molly 
2061,2,The Beaver 
2062,30,The Best Little Whorehouse in Texas 
2063,18,eXistenZ 
2064,12,Raiders of the Lost Ark 
2065,17,Home Alone 2: Lost in New York 
2066,34,Close Encounters of the Third Kind 
2067,18,Pulse 
2068,40,Beverly Hills Cop II 
2069,21,Bringing Down the House 
2070,27,The Silence of the Lambs 
2071,19,Wayne's World 
2072,7,Jackass 3D 
2073,18,Jaws 2 
2074,17,Beverly Hills Chihuahua 
2075,26,The Conjuring 
2076,17,Are We There Yet? 
2077,21,Tammy 
2078,8,Disturbia 
2079,19,School of Rock 
2080,37,Mortal Kombat 
2081,8,Wicker Park 
2082,38,White Chicks 
2083,4,The Descendants 
2084,17,Holes 
2085,19,The Last Song 
2086,32,12 Years a Slave 
2087,19,Drumline 
2088,39,Why Did I Get Married Too? 
2089,24,Edward Scissorhands 
2090,23,Me Before You 
2091,38,Madea's Witness Protection 
2092,39,Date Movie 
2093,3,Return to Never Land 
2094,32,Selma 
2095,20,The Jungle Book 2 
2096,26,Boogeyman 
2097,8,Premonition 
2098,20,The Tigger Movie 
2099,26,Orphan 
2100,17,Max 
2101,21,Meet the Browns             
2102,21,Epic Movie 
2103,37,Conan the Barbarian 
2104,32,Spotlight 
2105,27,Lakeview Terrace 
2106,18,The Grudge 2 
2107,23,How Stella Got Her Groove Back 
2108,19,Bill & Ted's Bogus Journey 
2109,23,Man of the Year 
2110,41,The Black Hole 
2111,27,The American 
2112,19,Selena 
2113,21,Vampires Suck 
2114,2,Babel 
2115,4,This Is Where I Leave You 
2116,8,Doubt 
2117,21,Team America: World Police 
2118,18,Texas Chainsaw 3D 
2119,31,Copycat 
2120,21,Scary Movie 5 
2121,44,Paint Your Wagon 
2122,32,Milk 
2123,8,Risen 
2124,18,Ghost Ship 
2125,21,A Very Harold & Kumar 3D Christmas 
2126,31,Wild Things 
2127,25,The Stepfather 
2128,2,The Debt 
2129,19,High Fidelity 
2130,26,One Missed Call 
2131,27,Eye for an Eye 
2132,27,The Bank Job 
2133,24,Eternal Sunshine of the Spotless Mind 
2134,39,You Again 
2135,25,Street Kings 
2136,41,The World's End 
2137,31,Nancy Drew 
2138,41,Daybreakers 
2139,39,She's Out of My League 
2140,17,Monte Carlo 
2141,18,Stay Alive 
2142,44,Quigley Down Under 
2143,33,Alpha and Omega 
2144,35,The Covenant 
2145,16,Stick It 
2146,42,Shorts 
2147,38,To Die For 
2148,31,Nerve 
2149,44,Appaloosa 
2150,18,Vampires 
2151,3,Yu-Gi-Oh! Duel Monsters             
2152,26,Psycho 
2153,39,My Best Friend's Girl 
2154,23,Endless Love 
2155,4,Georgia Rule 
2156,21,Under the Rainbow 
2157,24,Ladyhawke 
2158,4,Simon Birch 
2159,2,Reign Over Me 
2160,36,Into the Wild 
2161,21,School for Scoundrels 
2162,26,Silent Hill: Revelation 3D 
2163,35,From Dusk Till Dawn 
2164,3,Pooh's Heffalump Movie 
2165,23,Home for the Holidays 
2166,40,Kung Fu Hustle 
2167,4,Fired Up             
2168,0,The Country Bears 
2169,2,The Kite Runner 
2170,2,21 Grams 
2171,25,Paparazzi 
2172,24,Twilight 
2173,39,A Guy Thing 
2174,39,Loser 
2175,6,Capitalism: A Love Story 
2176,32,The Greatest Story Ever Told 
2177,31,Secret in Their Eyes 
2178,21,Disaster Movie 
2179,25,Armored 
2180,40,The Man Who Knew Too Little 
2181,39,What's Your Number? 
2182,22,Lockout 
2183,21,Envy 
2184,41,Crank: High Voltage 
2185,38,Bullets Over Broadway 
2186,32,One Night with the King 
2187,13,The Quiet American 
2188,4,The Weather Man 
2189,16,Undisputed 
2190,24,Ghost Town 
2191,25,12 Rounds 
2192,26,Let Me In 
2193,21,3 Ninjas Kick Back 
2194,21,Be Kind Rewind 
2195,19,Mrs Henderson Presents 
2196,25,Triple 9 
2197,4,Deconstructing Harry 
2198,39,Three to Tango 
2199,4,Burnt 
2200,38,We're No Angels 
2201,30,Everyone Says I Love You 
2202,4,Death at a Funeral 
2203,25,Death Sentence 
2204,2,Everybody's Fine 
2205,21,Superbabies: Baby Geniuses 2 
2206,40,The Man 
2207,40,Code Name: The Cleaner 
2208,19,Connie and Carla 
2209,0,Sweet Charity 
2210,31,Inherent Vice 
2211,3,Doogal 
2212,19,Battle of the Year 
2213,31,Perception             
2214,42,An American Carol 
2215,40,Machete Kills 
2216,34,Willard 
2217,21,Strange Wilderness 
2218,0,Topsy-Turvy 
2219,13,Little Boy 
2220,36,A Dangerous Method 
2221,8,A Scanner Darkly 
2222,43,Chasing Mavericks 
2223,18,Alone in the Dark 
2224,19,Bandslam 
2225,8,Birth 
2226,25,A Most Violent Year 
2227,10,Passchendaele 
2228,36,Flash of Genius 
2229,19,I'm Not There. 
2230,1,The Cold Light of Day 
2231,23,The Brothers Bloom 
2232,23,"Synecdoche, New York "
2233,3,Princess Mononoke 
2234,13,Bon voyage 
2235,30,Can't Stop the Music 
2236,44,The Proposition 
2237,43,Courage 
2238,19,Marci X 
2239,41,Equilibrium 
2240,13,The Children of Huang Shi 
2241,27,The Yards 
2242,20,The Oogieloves in the Big Balloon Adventure 
2243,23,By the Sea 
2244,33,Steamboy 
2245,5,The Game of Their Lives 
2246,31,All Good Things 
2247,28,Rapa Nui 
2248,34,CJ7 
2249,42,Les couloirs du temps: Les visiteurs II 
2250,26,Dylan Dog: Dead of Night 
2251,31,People I Know 
2252,2,The Doombolt Chase             
2253,24,The Tempest 
2254,31,Regression 
2255,11,The Touch 
2256,10,Three Kingdoms: Resurrection of the Dragon 
2257,27,Shattered 
2258,33,Zambezia 
2259,32,Ramanujan 
2260,33,Dwegons and Leprechauns 
2261,43,Hands of Stone 
2262,25,Survivor 
2263,31,The Frozen Ground 
2264,23,The Painted Veil 
2265,36,The Baader Meinhof Complex 
2266,44,Dances with Wolves 
2267,21,Bad Teacher 
2268,31,Sea of Love 
2269,39,A Cinderella Story 
2270,26,Scream 
2271,18,Thir13en Ghosts 
2272,18,The Shining 
2273,22,Back to the Future 
2274,26,House on Haunted Hill 
2275,21,I Can Do Bad All by Myself 
2276,1,Fight Valley 
2277,23,The Switch 
2278,39,Just Married 
2279,36,The Devil's Double 
2280,29,"Gone, Baby, Gone             "
2281,17,Thomas and the Magic Railroad 
2282,18,The Crazies 
2283,3,Spirited Away 
2284,25,Firestorm 
2285,28,The Bounty 
2286,13,The Book Thief 
2287,39,Sex Drive 
2288,39,Leap Year 
2289,10,The Fall of the Roman Empire 
2290,23,Take Me Home Tonight 
2291,2,Won't Back Down 
2292,19,The Nutcracker 
2293,19,Kansas City 
2294,2,Indignation 
2295,26,The Amityville Horror 
2296,4,Adaptation. 
2297,18,Land of the Dead 
2298,1,Out of Inferno 
2299,4,Fear and Loathing in Las Vegas 
2300,24,The Invention of Lying 
2301,21,Neighbors 
2302,40,The Mask 
2303,24,Big 
2304,4,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 
2305,39,Legally Blonde 
2306,22,Star Trek III: The Search for Spock 
2307,18,The Exorcism of Emily Rose 
2308,39,Deuce Bigalow: Male Gigolo 
2309,23,The Family Stone 
2310,4,Barbershop 2: Back in Business 
2311,38,Bad Santa 
2312,38,Austin Powers: International Man of Mystery 
2313,39,My Big Fat Greek Wedding 2 
2314,21,Diary of a Wimpy Kid: Rodrick Rules 
2315,41,Predator 
2316,32,Amadeus 
2317,26,Prom Night 
2318,4,Mean Girls 
2319,23,Under the Tuscan Sun 
2320,8,Gosford Park 
2321,23,The O.C.             
2322,24,Peggy Sue Got Married 
2323,23,Birdman or (The Unexpected Virtue of Ignorance) 
2324,2,Blue Jasmine 
2325,28,United 93 
2326,19,Honey 
2327,10,Glory 
2328,21,Spy Hard 
2329,43,Soul Surfer 
2330,13,Catch-22 
2331,38,Observe and Report 
2332,37,Conan the Destroyer 
2333,43,Raging Bull 
2334,23,Love Happens 
2335,8,Young Sherlock Holmes 
2336,30,Fame 
2337,36,127 Hours 
2338,38,Small Time Crooks 
2339,19,Center Stage 
2340,21,Love the Coopers 
2341,38,Catch That Kid 
2342,2,Life as a House 
2343,36,Steve Jobs 
2344,39,"I Love You, Beth Cooper "
2345,23,Youth in Revolt 
2346,15,The Legend of the Lone Ranger 
2347,2,The Tailor of Panama 
2348,8,Blow Out 
2349,25,Getaway 
2350,2,The Ice Storm 
2351,23,And So It Goes 
2352,21,Troop Beverly Hills 
2353,23,Being Julia 
2354,23,9½ Weeks 
2355,37,Dragonslayer 
2356,36,The Last Station 
2357,36,Ed Wood 
2358,2,Labor Day 
2359,10,Mongol: The Rise of Genghis Khan 
2360,25,RocknRolla 
2361,41,Megaforce 
2362,19,Mao's Last Dancer 
2363,22,Midnight Special 
2364,39,Anything Else 
2365,13,The Railway Man 
2366,8,Unforgettable             
2367,8,The White Ribbon 
2368,18,Restoration 
2369,41,The Wraith 
2370,31,The Salton Sea 
2371,19,Metallica Through the Never 
2372,27,The Informers 
2373,36,Carlos             
2374,1,I Come with the Rain 
2375,44,One Man's Hero 
2376,25,I Am Wrath 
2377,41,Renaissance 
2378,44,Forsaken 
2379,37,Red Sonja 
2380,26,Red Lights 
2381,4,Superbad 
2382,38,Madea Goes to Jail 
2383,18,Wolves 
2384,0,Step Up 2: The Streets 
2385,33,Hoodwinked! 
2386,10,Hotel Rwanda 
2387,25,Hitman 
2388,0,Black Nativity 
2389,1,The Prince 
2390,27,City of Ghosts 
2391,35,The Others 
2392,22,Aliens 
2393,30,My Fair Lady 
2394,26,I Know What You Did Last Summer 
2395,21,Let's Be Cops 
2396,23,Sideways 
2397,21,Beerfest 
2398,28,Hero 
2399,42,Good Boy! 
2400,4,The Best Man Holiday 
2401,25,Smokin' Aces 
2402,26,Saw 3D: The Final Chapter 
2403,39,40 Days and 40 Nights 
2404,22,TRON: Legacy 
2405,19,A Night at the Roxbury 
2406,24,Beastly 
2407,18,The Hills Have Eyes 
2408,21,Dickie Roberts: Former Child Star 
2409,43,"McFarland, USA "
2410,21,Lottery Ticket 
2411,19,ATL 
2412,19,Pitch Perfect 
2413,16,Summer Catch 
2414,27,A Simple Plan 
2415,26,They 
2416,39,Larry the Cable Guy: Health Inspector 
2417,20,The Adventures of Elmo in Grouchland 
2418,27,Brooklyn's Finest 
2419,10,55 Days at Peking 
2420,18,Evil Dead 
2421,39,My Life in Ruins 
2422,19,American Dreamz 
2423,22,Superman IV: The Quest for Peace 
2424,2,How She Move 
2425,25,Running Scared 
2426,43,Bobby Jones: Stroke of Genius 
2427,23,Shanghai Surprise 
2428,18,Roar 
2429,36,Veronica Guerin 
2430,27,Escobar: Paradise Lost 
2431,8,Southland Tales 
2432,3,Dragon Hunters 
2433,34,Damnation Alley 
2434,18,The Apparition 
2435,23,My Girl 
2436,36,Fur: An Imaginary Portrait of Diane Arbus 
2437,8,The Illusionist 
2438,27,Wall Street 
2439,23,Sense and Sensibility 
2440,36,Becoming Jane 
2441,39,Sydney White 
2442,2,House of Sand and Fog 
2443,4,Dead Poets Society 
2444,4,Dumb & Dumber 
2445,23,When Harry Met Sally... 
2446,2,The Verdict 
2447,21,Road Trip 
2448,16,Varsity Blues 
2449,23,The Artist 
2450,23,Moonrise Kingdom 
2451,18,The Texas Chainsaw Massacre: The Beginning 
2452,2,The Young Messiah 
2453,21,The Master of Disguise 
2454,13,Pan's Labyrinth 
2455,8,The Messengers             
2456,40,See Spot Run 
2457,27,Baby Boy 
2458,18,The Roommate 
2459,4,Joe Dirt 
2460,40,Double Impact 
2461,8,Hot Fuzz 
2462,21,The Women 
2463,23,Vicky Cristina Barcelona 
2464,13,Arn: The Knight Templar 
2465,4,Bad Moms 
2466,39,Boys and Girls 
2467,2,White Oleander 
2468,35,Jennifer's Body 
2469,31,Drowning Mona 
2470,4,Radio Days 
2471,8,Left Behind 
2472,23,Remember Me 
2473,23,How to Deal 
2474,39,My Stepmother Is an Alien 
2475,2,Philadelphia 
2476,8,The Thirteenth Floor 
2477,21,The Cookout 
2478,41,Meteor 
2479,19,Duets 
2480,39,Hollywood Ending 
2481,19,Detroit Rock City 
2482,37,Highlander 
2483,2,Things We Lost in the Fire 
2484,41,Steel 
2485,23,The Immigrant 
2486,10,The White Countess 
2487,21,Soul Plane 
2488,39,Welcome to the Sticks 
2489,13,Good 
2490,24,Enter the Void 
2491,39,Vamps 
2492,2,Hachi: A Dog's Tale 
2493,27,Zulu 
2494,44,The Homesman 
2495,16,Juwanna Mann 
2496,38,Lilyhammer             
2497,13,Ararat 
2498,16,Madison 
2499,8,Slow Burn 
2500,25,Wasabi 
2501,34,Slither 
2502,40,Beverly Hills Cop 
2503,4,Home Alone 
2504,4,3 Men and a Baby 
2505,23,Tootsie 
2506,23,Top Gun 
2507,23,"Crouching Tiger, Hidden Dragon "
2508,2,American Beauty 
2509,32,The King's Speech 
2510,38,Twins 
2511,31,Scream: The TV Series             
2512,23,The Yellow Handkerchief 
2513,2,The Color Purple 
2514,1,Tidal Wave 
2515,13,The Imitation Game 
2516,13,Private Benjamin 
2517,0,Coal Miner's Daughter 
2518,21,Diary of a Wimpy Kid 
2519,35,Mama 
2520,4,National Lampoon's Vacation 
2521,21,Bad Grandpa 
2522,36,The Queen 
2523,42,Beetlejuice 
2524,4,Why Did I Get Married? 
2525,23,Little Women 
2526,35,The Woman in Black 
2527,18,When a Stranger Calls 
2528,13,The Deer Hunter 
2529,4,Wag the Dog 
2530,19,The Lizzie McGuire Movie 
2531,35,Krampus 
2532,26,The Faculty 
2533,19,What's Love Got to Do with It 
2534,27,Cop Land 
2535,21,Not Another Teen Movie 
2536,27,End of Watch 
2537,39,Aloha 
2538,25,The Skulls 
2539,36,The Theory of Everything 
2540,38,Malibu's Most Wanted 
2541,23,Where the Heart Is 
2542,10,Lawrence of Arabia 
2543,36,Wild 
2544,39,The Wedding Date 
2545,18,Halloween: Resurrection 
2546,37,Clash of the Titans 
2547,17,The Princess Bride 
2548,36,The Great Debaters 
2549,27,Drive 
2550,19,Confessions of a Teenage Drama Queen 
2551,23,The Object of My Affection 
2552,34,28 Weeks Later 
2553,16,When the Game Stands Tall 
2554,4,Because of Winn-Dixie 
2555,16,Love & Basketball 
2556,40,Grosse Pointe Blank 
2557,39,All About Steve 
2558,26,Book of Shadows: Blair Witch 2 
2559,35,The Craft 
2560,23,Match Point 
2561,17,Ramona and Beezus 
2562,23,The Remains of the Day 
2563,2,Boogie Nights 
2564,25,Nowhere to Run 
2565,17,Flicka 
2566,18,The Hills Have Eyes II 
2567,26,Urban Legends: Final Cut 
2568,24,Tuck Everlasting 
2569,1,The Marine 
2570,21,Keanu 
2571,19,Country Strong 
2572,26,Disturbing Behavior 
2573,27,The Place Beyond the Pines 
2574,25,The November Man 
2575,8,Eye of the Beholder 
2576,10,The Hurt Locker 
2577,41,Firestarter 
2578,27,Killing Them Softly 
2579,27,A Most Wanted Man 
2580,21,Freddy Got Fingered 
2581,33,The Pirates Who Don't Do Anything: A VeggieTales Movie 
2582,7,U2 3D 
2583,37,Highlander: Endgame 
2584,30,Idlewild 
2585,23,One Day 
2586,16,Whip It 
2587,27,Knockaround Guys 
2588,27,Confidence 
2589,21,The Muse 
2590,0,De-Lovely 
2591,23,New York Stories 
2592,17,Barney's Great Adventure 
2593,1,The Man with the Iron Fists 
2594,39,Home Fries 
2595,23,Here on Earth 
2596,34,Brazil 
2597,19,Raise Your Voice 
2598,8,The Dead Zone             
2599,38,The Big Lebowski 
2600,19,Black Snake Moan 
2601,27,Dark Blue 
2602,10,A Mighty Heart 
2603,39,Whatever It Takes 
2604,21,Boat Trip 
2605,23,The Importance of Being Earnest 
2606,17,Hoot 
2607,38,In Bruges 
2608,39,Peeples 
2609,19,The Rocker 
2610,39,Post Grad 
2611,2,Promised Land 
2612,39,Whatever Works 
2613,8,The In Crowd 
2614,44,Three Burials 
2615,13,Jakob the Liar 
2616,31,Kiss Kiss Bang Bang 
2617,35,Idle Hands 
2618,8,Mulholland Drive 
2619,35,Blood and Chocolate 
2620,23,You Will Meet a Tall Dark Stranger 
2621,34,Never Let Me Go 
2622,28,The Company             
2623,31,Transsiberian 
2624,17,The Clan of the Cave Bear 
2625,38,Crazy in Alabama 
2626,27,Funny Games 
2627,34,Listening 
2628,2,Felicia's Journey 
2629,34,Metropolis 
2630,25,District B13 
2631,27,Things to Do in Denver When You're Dead 
2632,1,The Assassin 
2633,13,Buffalo Soldiers 
2634,8,The Return 
2635,1,Ong-bak 2 
2636,10,Centurion 
2637,1,Silent Trigger 
2638,26,The Midnight Meat Train 
2639,32,Winnie Mandela 
2640,27,The Son of No One 
2641,13,All the Queen's Men 
2642,19,The Good Night 
2643,32,Bathory: Countess of Blood 
2644,33,Khumba 
2645,41,Automata 
2646,37,Dungeons & Dragons: Wrath of the Dragon God 
2647,36,Chiamatemi Francesco - Il Papa della gente 
2648,25,Shinjuku Incident 
2649,36,Pandaemonium 
2650,24,Groundhog Day 
2651,19,Magic Mike XXL 
2652,23,Romeo + Juliet 
2653,13,Sarah's Key 
2654,19,Freedom 
2655,44,Unforgiven 
2656,2,Manderlay 
2657,23,Slumdog Millionaire 
2658,23,Fatal Attraction 
2659,39,Pretty Woman 
2660,4,Towering Inferno             
2661,12,Crocodile Dundee II 
2662,31,Broken Horses 
2663,13,Born on the Fourth of July 
2664,16,Cool Runnings 
2665,18,My Bloody Valentine 
2666,18,The Possession 
2667,12,First Blood 
2668,19,Stomp the Yard 
2669,22,The Spy Who Loved Me 
2670,7,Ghost Hunters             
2671,26,Urban Legend 
2672,23,Dangerous Liaisons 
2673,39,Good Deeds 
2674,2,White Fang 
2675,39,Superstar 
2676,32,The Iron Lady 
2677,20,Jonah: A VeggieTales Movie 
2678,23,Poetic Justice 
2679,40,All About the Benjamins 
2680,35,Vampire in Brooklyn 
2681,18,Exorcist II: The Heretic 
2682,26,An American Haunting 
2683,39,My Boss's Daughter 
2684,8,A Perfect Getaway 
2685,39,Our Family Wedding 
2686,21,Dead Man on Campus 
2687,13,Tea with Mussolini 
2688,35,Thinner 
2689,0,"New York, New York "
2690,4,Crooklyn 
2691,23,I Think I Love My Wife 
2692,41,Jason X 
2693,17,Big Fat Liar 
2694,28,Bobby 
2695,39,Head Over Heels 
2696,21,Fun Size 
2697,36,The Diving Bell and the Butterfly 
2698,23,Little Children 
2699,8,Gossip 
2700,2,A Walk on the Moon 
2701,32,Catch a Fire 
2702,26,Soul Survivors 
2703,32,Jefferson in Paris 
2704,39,Easy Virtue 
2705,28,Caravans 
2706,32,Mr. Turner 
2707,23,Wild Grass 
2708,13,Amen. 
2709,1,Reign of Assassins 
2710,13,The Lucky Ones 
2711,2,Margaret 
2712,18,Stan Helsing 
2713,23,Flipped 
2714,23,Brokeback Mountain 
2715,22,Teenage Mutant Ninja Turtles 
2716,39,Clueless 
2717,23,Far from Heaven 
2718,34,Hot Tub Time Machine 2 
2719,36,Quills 
2720,38,Seven Psychopaths 
2721,19,The Caveman's Valentine 
2722,25,The Border             
2723,10,Downfall 
2724,36,The Sea Inside 
2725,34,Under the Skin 
2726,13,"Good Morning, Vietnam "
2727,21,The Last Godfather 
2728,7,Justin Bieber: Never Say Never 
2729,2,Black Swan 
2730,41,RoboCop 
2731,27,The Godfather: Part II 
2732,19,Save the Last Dance 
2733,35,A Nightmare on Elm Street 4: The Dream Master 
2734,2,Miracles from Heaven 
2735,8,"Dude, Where's My Car? "
2736,44,Young Guns 
2737,4,St. Vincent 
2738,39,About Last Night 
2739,23,10 Things I Hate About You 
2740,21,The New Guy 
2741,40,Loaded Weapon 1 
2742,18,The Shallows 
2743,34,The Butterfly Effect 
2744,17,Snow Day 
2745,23,This Christmas 
2746,38,Baby Geniuses 
2747,40,The Big Hit 
2748,4,Harriet the Spy 
2749,35,Child's Play 2 
2750,25,No Good Deed 
2751,18,The Mist 
2752,8,Ex Machina 
2753,24,Being John Malkovich 
2754,39,Two Can Play That Game 
2755,22,Earth to Echo 
2756,23,Crazy/Beautiful 
2757,10,Letters from Iwo Jima 
2758,22,The Astronaut Farmer 
2759,39,Woo 
2760,2,Room 
2761,21,Dirty Work 
2762,38,Serial Mom 
2763,21,Dick 
2764,31,Del 1 - Män som hatar kvinnor             
2765,2,Light It Up 
2766,19,54 
2767,22,Bubble Boy 
2768,38,Birthday Girl 
2769,21,21 & Over 
2770,23,"Paris, je t'aime "
2771,16,Resurrecting the Champ 
2772,23,Admission 
2773,23,The Widow of Saint-Pierre 
2774,8,Chloe 
2775,38,Faithful 
2776,2,Brothers 
2777,36,Find Me Guilty 
2778,23,The Perks of Being a Wallflower 
2779,1,Excessive Force 
2780,36,Infamous 
2781,18,The Vatican Tapes 
2782,41,Attack the Block 
2783,13,In the Land of Blood and Honey 
2784,27,The Call 
2785,10,Operation Chromite 
2786,17,The Crocodile Hunter: Collision Course 
2787,36,I Love You Phillip Morris 
2788,28,Quest for Fire 
2789,36,Antwone Fisher 
2790,2,The Emperor's Club 
2791,25,True Romance 
2792,34,Womb 
2793,31,Glengarry Glen Ross 
2794,27,The Killer Inside Me 
2795,26,Sorority Row 
2796,23,The Prisoner of Zenda 
2797,23,Lars and the Real Girl 
2798,13,The Boy in the Striped Pajamas 
2799,30,Dancer in the Dark 
2800,23,Oscar and Lucinda 
2801,27,The Funeral 
2802,23,Solitary Man 
2803,25,Machete 
2804,36,Casino Jack 
2805,33,The Land Before Time 
2806,13,Tae Guk Gi: The Brotherhood of War 
2807,16,The Perfect Game 
2808,18,The Exorcist 
2809,2,Jaws 
2810,4,American Pie 
2811,33,Ernest & Celestine 
2812,37,The Golden Child 
2813,39,Think Like a Man 
2814,4,Barbershop 
2815,22,Star Trek II: The Wrath of Khan 
2816,4,Ace Ventura: Pet Detective 
2817,34,WarGames 
2818,27,Witness 
2819,13,Act of Valor 
2820,19,Step Up 
2821,33,Beavis and Butt-Head Do America 
2822,27,Jackie Brown 
2823,21,Harold & Kumar Escape from Guantanamo Bay 
2824,34,Chronicle 
2825,30,Yentl 
2826,37,Time Bandits 
2827,38,Project X 
2828,13,Patton 
2829,2,One Hour Photo 
2830,18,Quarantine 
2831,26,The Eye 
2832,21,Johnson Family Vacation 
2833,42,How High 
2834,20,The Muppet Christmas Carol 
2835,12,Casino Royale 
2836,36,Frida 
2837,7,Katy Perry: Part of Me 
2838,23,The Fault in Our Stars 
2839,27,Rounders 
2840,39,Top Five 
2841,18,Prophecy 
2842,26,Stir of Echoes 
2843,32,Spartacus: War of the Damned             
2844,36,Philomena 
2845,4,The Upside of Anger 
2846,2,The Boys from Brazil 
2847,42,Aquamarine 
2848,8,Paper Towns 
2849,21,My Baby's Daddy 
2850,4,Nebraska 
2851,35,Tales from the Crypt: Demon Knight 
2852,38,Max Keeble's Big Move 
2853,4,Young Adult 
2854,25,Crank 
2855,21,How to Be a Player 
2856,23,Living Out Loud 
2857,16,Just Wright 
2858,23,Rachel Getting Married 
2859,27,The Postman Always Rings Twice 
2860,36,Girl with a Pearl Earring 
2861,13,Das Boot 
2862,44,The Alamo 
2863,21,Sorority Boys 
2864,24,About Time 
2865,12,House of Flying Daggers 
2866,2,Arbitrage 
2867,41,Project Almanac 
2868,19,Cadillac Records 
2869,38,Screwed 
2870,41,Fortress 
2871,21,For Your Consideration 
2872,4,Celebrity 
2873,4,Running with Scissors 
2874,30,From Justin to Kelly 
2875,21,Girl 6 
2876,8,In the Cut 
2877,23,Two Lovers 
2878,2,Last Orders 
2879,34,The Host 
2880,25,The Pursuit of D.B. Cooper 
2881,35,Ravenous 
2882,23,Charlie Bartlett 
2883,2,The Great Beauty 
2884,4,The Dangerous Lives of Altar Boys 
2885,2,Stoker 
2886,34,2046 
2887,27,Married Life 
2888,17,Duma 
2889,8,Ondine 
2890,27,Brother 
2891,38,Welcome to Collinwood 
2892,4,Critical Care 
2893,8,The Life Before Her Eyes 
2894,39,Darling Companion 
2895,27,Trade 
2896,13,Fateless 
2897,21,Breakfast of Champions 
2898,8,Cypher 
2899,10,City of Life and Death 
2900,33,Legend of Kung Fu Rabbit 
2901,22,Space Battleship Yamato 
2902,13,5 Days of War 
2903,8,Triangle 
2904,2,10 Days in a Madhouse 
2905,36,Heaven Is for Real 
2906,30,Dancin' It's On 
2907,35,Pet Sematary 
2908,2,Madadayo 
2909,2,The Cry of the Owl 
2910,2,A Tale of Three Cities 
2911,35,Gremlins 
2912,37,Star Wars: Episode IV - A New Hope 
2913,21,Dirty Grandpa 
2914,13,Doctor Zhivago 
2915,31,Trash 
2916,0,High School Musical 3: Senior Year 
2917,43,The Fighter 
2918,7,Jackass Number Two 
2919,38,My Cousin Vinny 
2920,19,If I Stay 
2921,40,Drive Hard 
2922,16,Major League 
2923,21,St. Trinian's 
2924,27,Phone Booth 
2925,23,A Walk to Remember 
2926,27,Dead Man Walking 
2927,23,Cruel Intentions 
2928,26,Saw VI 
2929,2,The Secret Life of Bees 
2930,38,Corky Romano 
2931,27,Raising Cain 
2932,2,F.I.S.T. 
2933,18,Invaders from Mars 
2934,23,Brooklyn 
2935,10,Barry Lyndon 
2936,16,Out Cold 
2937,21,The Ladies Man 
2938,4,Quartet 
2939,21,Tomcats 
2940,27,Frailty 
2941,32,Woman in Gold 
2942,36,Kinsey 
2943,35,Army of Darkness 
2944,39,Slackers 
